"","Entity","Year","Code","Fossil_Fuels","Renewables","Income_Group"
"1612","Czechia",2013,"CZE",53.381443,6.0187893,"High-income countries"
"1613","Czechia",2014,"CZE",53.51847,6.2313395,"High-income countries"
"1614","Czechia",2015,"CZE",56.055283,6.439675,"High-income countries"
"1615","Czechia",2016,"CZE",59.158535,6.5016036,"High-income countries"
"1616","Czechia",2017,"CZE",55.72528,6.312411,"High-income countries"
"1617","Czechia",2018,"CZE",54.686783,6.1787386,"High-income countries"
"1618","Czechia",2019,"CZE",52.9748,6.7436805,"High-income countries"
"1619","Czechia",2020,"CZE",49.588017,7.5385566,"High-income countries"
"1620","Czechia",2021,"CZE",50.549843,7.275117,"High-income countries"
"1621","Czechia",2022,"CZE",50.08957,7.4957795,"High-income countries"
"1622","Czechia",2023,"CZE",45.178738,8.385919,"High-income countries"
"1623","Czechia",2024,"CZE",42.152836,9.745923,"High-income countries"
"1624","Democratic Republic of Congo",2000,"COD",0,,"Low-income countries"
"1625","Democratic Republic of Congo",2001,"COD",0.16891891,,"Low-income countries"
"1626","Democratic Republic of Congo",2002,"COD",0.1650165,,"Low-income countries"
"1627","Democratic Republic of Congo",2003,"COD",0.16366611,,"Low-income countries"
"1628","Democratic Republic of Congo",2004,"COD",0.14245014,,"Low-income countries"
"1629","Democratic Republic of Congo",2005,"COD",0.13642564,,"Low-income countries"
"1630","Democratic Republic of Congo",2006,"COD",0.6666667,,"Low-income countries"
"1631","Democratic Republic of Congo",2007,"COD",1.1494254,,"Low-income countries"
"1632","Democratic Republic of Congo",2008,"COD",1.3315579,,"Low-income countries"
"1633","Democratic Republic of Congo",2009,"COD",1.1523688,,"Low-income countries"
"1634","Democratic Republic of Congo",2010,"COD",1.1494254,,"Low-income countries"
"1635","Democratic Republic of Congo",2011,"COD",1.1508951,,"Low-income countries"
"1636","Democratic Republic of Congo",2012,"COD",0.1303781,,"Low-income countries"
"1637","Democratic Republic of Congo",2013,"COD",0.12019231,,"Low-income countries"
"1638","Democratic Republic of Congo",2014,"COD",0.11235955,,"Low-income countries"
"1639","Democratic Republic of Congo",2015,"COD",0.11098778,,"Low-income countries"
"1640","Democratic Republic of Congo",2016,"COD",0.108813934,,"Low-income countries"
"1641","Democratic Republic of Congo",2017,"COD",0.10438413,,"Low-income countries"
"1642","Democratic Republic of Congo",2018,"COD",0.093370676,,"Low-income countries"
"1643","Democratic Republic of Congo",2019,"COD",0.08312552,,"Low-income countries"
"1644","Democratic Republic of Congo",2020,"COD",0.07993605,,"Low-income countries"
"1645","Democratic Republic of Congo",2021,"COD",0,,"Low-income countries"
"1646","Democratic Republic of Congo",2022,"COD",0,,"Low-income countries"
"1647","Democratic Republic of Congo",2023,"COD",0,,"Low-income countries"
"1648","Denmark",1990,"DNK",96.80031,1.2036245,"High-income countries"
"1649","Denmark",1991,"DNK",97.0919,1.3905741,"High-income countries"
"1650","Denmark",1992,"DNK",95.55556,1.949155,"High-income countries"
"1651","Denmark",1993,"DNK",95.233864,2.2609122,"High-income countries"
"1652","Denmark",1994,"DNK",95.69093,2.0341423,"High-income countries"
"1653","Denmark",1995,"DNK",94.91525,2.2090013,"High-income countries"
"1654","Denmark",1996,"DNK",96.10341,2.0933995,"High-income countries"
"1655","Denmark",1997,"DNK",93.36203,3.227925,"High-income countries"
"1656","Denmark",1998,"DNK",90.395905,4.456286,"High-income countries"
"1657","Denmark",1999,"DNK",88.68801,5.143456,"High-income countries"
"1658","Denmark",2000,"DNK",84.46304,6.7593865,"High-income countries"
"1659","Denmark",2001,"DNK",84.41662,7.064914,"High-income countries"
"1660","Denmark",2002,"DNK",82.63428,8.196981,"High-income countries"
"1661","Denmark",2003,"DNK",82.445076,9.054266,"High-income countries"
"1662","Denmark",2004,"DNK",76.31709,11.240494,"High-income countries"
"1663","Denmark",2005,"DNK",72.838135,11.955465,"High-income countries"
"1664","Denmark",2006,"DNK",79.77553,10.242425,"High-income countries"
"1665","Denmark",2007,"DNK",73.68421,11.953178,"High-income countries"
"1666","Denmark",2008,"DNK",72.3136,12.095338,"High-income countries"
"1667","Denmark",2009,"DNK",72.22069,12.843573,"High-income countries"
"1668","Denmark",2010,"DNK",67.92258,14.972631,"High-income countries"
"1669","Denmark",2011,"DNK",59.64113,18.524874,"High-income countries"
"1670","Denmark",2012,"DNK",51.455673,21.23196,"High-income countries"
"1671","Denmark",2013,"DNK",53.886158,21.8564,"High-income countries"
"1672","Denmark",2014,"DNK",43.851437,25.305271,"High-income countries"
"1673","Denmark",2015,"DNK",34.22516,27.024797,"High-income countries"
"1674","Denmark",2016,"DNK",39.50658,26.005054,"High-income countries"
"1675","Denmark",2017,"DNK",29.44984,30.501415,"High-income countries"
"1676","Denmark",2018,"DNK",31.314135,29.379833,"High-income countries"
"1677","Denmark",2019,"DNK",21.45046,30.183018,"High-income countries"
"1678","Denmark",2020,"DNK",17.949615,34.67249,"High-income countries"
"1679","Denmark",2021,"DNK",20.71689,38.80951,"High-income countries"
"1680","Denmark",2022,"DNK",18.519577,40.791603,"High-income countries"
"1681","Denmark",2023,"DNK",12.993177,40.938076,"High-income countries"
"1682","Denmark",2024,"DNK",11.960506,41.722164,"High-income countries"
"1683","Djibouti",2000,"DJI",100,,"Lower-middle-income countries"
"1684","Djibouti",2001,"DJI",100,,"Lower-middle-income countries"
"1685","Djibouti",2002,"DJI",100,,"Lower-middle-income countries"
"1686","Djibouti",2003,"DJI",100,,"Lower-middle-income countries"
"1687","Djibouti",2004,"DJI",100,,"Lower-middle-income countries"
"1688","Djibouti",2005,"DJI",100,,"Lower-middle-income countries"
"1689","Djibouti",2006,"DJI",100,,"Lower-middle-income countries"
"1690","Djibouti",2007,"DJI",100,,"Lower-middle-income countries"
"1691","Djibouti",2008,"DJI",100,,"Lower-middle-income countries"
"1692","Djibouti",2009,"DJI",100,,"Lower-middle-income countries"
"1693","Djibouti",2010,"DJI",100,,"Lower-middle-income countries"
"1694","Djibouti",2011,"DJI",100,,"Lower-middle-income countries"
"1695","Djibouti",2012,"DJI",100,,"Lower-middle-income countries"
"1696","Djibouti",2013,"DJI",100,,"Lower-middle-income countries"
"1697","Djibouti",2014,"DJI",100,,"Lower-middle-income countries"
"1698","Djibouti",2015,"DJI",100,,"Lower-middle-income countries"
"1699","Djibouti",2016,"DJI",100,,"Lower-middle-income countries"
"1700","Djibouti",2017,"DJI",100,,"Lower-middle-income countries"
"1701","Djibouti",2018,"DJI",100,,"Lower-middle-income countries"
"1702","Djibouti",2019,"DJI",100,,"Lower-middle-income countries"
"1703","Djibouti",2020,"DJI",100,,"Lower-middle-income countries"
"1704","Djibouti",2021,"DJI",65,,"Lower-middle-income countries"
"1705","Djibouti",2022,"DJI",65,,"Lower-middle-income countries"
"1706","Djibouti",2023,"DJI",65,,"Lower-middle-income countries"
"1707","Dominica",2000,"DMA",62.500004,,"Upper-middle-income countries"
"1708","Dominica",2001,"DMA",62.500004,,"Upper-middle-income countries"
"1709","Dominica",2002,"DMA",57.142857,,"Upper-middle-income countries"
"1710","Dominica",2003,"DMA",62.500004,,"Upper-middle-income countries"
"1711","Dominica",2004,"DMA",72.72727,,"Upper-middle-income countries"
"1712","Dominica",2005,"DMA",75.00001,,"Upper-middle-income countries"
"1713","Dominica",2006,"DMA",75.00001,,"Upper-middle-income countries"
"1714","Dominica",2007,"DMA",83.333336,,"Upper-middle-income countries"
"1715","Dominica",2008,"DMA",84.61539,,"Upper-middle-income countries"
"1716","Dominica",2009,"DMA",84.61539,,"Upper-middle-income countries"
"1717","Dominica",2010,"DMA",85.71429,,"Upper-middle-income countries"
"1718","Dominica",2011,"DMA",73.33333,,"Upper-middle-income countries"
"1719","Dominica",2012,"DMA",79.99999,,"Upper-middle-income countries"
"1720","Dominica",2013,"DMA",73.33333,,"Upper-middle-income countries"
"1721","Dominica",2014,"DMA",79.99999,,"Upper-middle-income countries"
"1722","Dominica",2015,"DMA",86.66666,,"Upper-middle-income countries"
"1723","Dominica",2016,"DMA",75,,"Upper-middle-income countries"
"1724","Dominica",2017,"DMA",76.92308,,"Upper-middle-income countries"
"1725","Dominica",2018,"DMA",81.818184,,"Upper-middle-income countries"
"1726","Dominica",2019,"DMA",85.71429,,"Upper-middle-income countries"
"1727","Dominica",2020,"DMA",85.71429,,"Upper-middle-income countries"
"1728","Dominica",2021,"DMA",85.71429,,"Upper-middle-income countries"
"1729","Dominica",2022,"DMA",86.66666,,"Upper-middle-income countries"
"1730","Dominica",2023,"DMA",86.66666,,"Upper-middle-income countries"
"1731","Dominican Republic",2000,"DOM",93.00538,,"Lower-middle-income countries"
"1732","Dominican Republic",2001,"DOM",93.30218,,"Lower-middle-income countries"
"1733","Dominican Republic",2002,"DOM",92.51798,,"Lower-middle-income countries"
"1734","Dominican Republic",2003,"DOM",90.40902,,"Lower-middle-income countries"
"1735","Dominican Republic",2004,"DOM",85.524124,,"Lower-middle-income countries"
"1736","Dominican Republic",2005,"DOM",84.55772,,"Lower-middle-income countries"
"1737","Dominican Republic",2006,"DOM",86.4635,,"Lower-middle-income countries"
"1738","Dominican Republic",2007,"DOM",87.23405,,"Lower-middle-income countries"
"1739","Dominican Republic",2008,"DOM",89.459274,,"Upper-middle-income countries"
"1740","Dominican Republic",2009,"DOM",88.218185,,"Upper-middle-income countries"
"1741","Dominican Republic",2010,"DOM",89.24222,,"Upper-middle-income countries"
"1742","Dominican Republic",2011,"DOM",89.213196,,"Upper-middle-income countries"
"1743","Dominican Republic",2012,"DOM",87.86983,,"Upper-middle-income countries"
"1744","Dominican Republic",2013,"DOM",86.96388,,"Upper-middle-income countries"
"1745","Dominican Republic",2014,"DOM",89.87268,,"Upper-middle-income countries"
"1746","Dominican Republic",2015,"DOM",92.111115,,"Upper-middle-income countries"
"1747","Dominican Republic",2016,"DOM",88.924385,,"Upper-middle-income countries"
"1748","Dominican Republic",2017,"DOM",84.166664,,"Upper-middle-income countries"
"1749","Dominican Republic",2018,"DOM",86.22449,,"Upper-middle-income countries"
"1750","Dominican Republic",2019,"DOM",87.45301,,"Upper-middle-income countries"
"1751","Dominican Republic",2020,"DOM",83.83787,,"Upper-middle-income countries"
"1752","Dominican Republic",2021,"DOM",82.22119,,"Upper-middle-income countries"
"1753","Dominican Republic",2022,"DOM",81.55164,,"Upper-middle-income countries"
"1754","Dominican Republic",2023,"DOM",82.73616,,"Upper-middle-income countries"
"1755","Dominican Republic",2024,"DOM",81.5373,,"Upper-middle-income countries"
"1756","EU (Ember)",1990,"",54.174854,,
"1757","EU (Ember)",1991,"",53.635246,,
"1758","EU (Ember)",1992,"",52.667213,,
"1759","EU (Ember)",1993,"",51.2452,,
"1760","EU (Ember)",1994,"",51.56751,,
"1761","EU (Ember)",1995,"",51.966476,,
"1762","EU (Ember)",1996,"",51.89016,,
"1763","EU (Ember)",1997,"",51.36295,,
"1764","EU (Ember)",1998,"",51.839172,,
"1765","EU (Ember)",1999,"",51.657135,,
"1766","EU (Ember)",2000,"",51.687344,,
"1767","EU (Ember)",2001,"",50.897587,,
"1768","EU (Ember)",2002,"",52.524868,,
"1769","EU (Ember)",2003,"",53.40581,,
"1770","EU (Ember)",2004,"",52.272514,,
"1771","EU (Ember)",2005,"",52.865612,,
"1772","EU (Ember)",2006,"",52.883083,,
"1773","EU (Ember)",2007,"",53.577732,,
"1774","EU (Ember)",2008,"",51.842392,,
"1775","EU (Ember)",2009,"",50.292347,,
"1776","EU (Ember)",2010,"",48.83143,,
"1777","EU (Ember)",2011,"",48.991264,,
"1778","EU (Ember)",2012,"",46.932724,,
"1779","EU (Ember)",2013,"",44.061436,,
"1780","EU (Ember)",2014,"",41.581116,,
"1781","EU (Ember)",2015,"",42.774323,,
"1782","EU (Ember)",2016,"",43.306816,,
"1783","EU (Ember)",2017,"",44.10224,,
"1784","EU (Ember)",2018,"",41.447456,,
"1785","EU (Ember)",2019,"",39.322453,,
"1786","EU (Ember)",2020,"",36.678917,,
"1787","EU (Ember)",2021,"",37.09378,,
"1788","EU (Ember)",2022,"",39.179485,,
"1789","EU (Ember)",2023,"",32.16871,,
"1790","EU (Ember)",2024,"",28.906954,,
"1791","East Timor",2003,"TLS",100,,"Low-income countries"
"1792","East Timor",2004,"TLS",100,,"Low-income countries"
"1793","East Timor",2005,"TLS",100,,"Low-income countries"
"1794","East Timor",2006,"TLS",100,,"Low-income countries"
"1795","East Timor",2007,"TLS",100,,"Lower-middle-income countries"
"1796","East Timor",2008,"TLS",100,,"Lower-middle-income countries"
"1797","East Timor",2009,"TLS",100,,"Lower-middle-income countries"
"1798","East Timor",2010,"TLS",100,,"Lower-middle-income countries"
"1799","East Timor",2011,"TLS",100,,"Lower-middle-income countries"
"1800","East Timor",2012,"TLS",100,,"Lower-middle-income countries"
"1801","East Timor",2013,"TLS",100,,"Lower-middle-income countries"
"1802","East Timor",2014,"TLS",100,,"Lower-middle-income countries"
"1803","East Timor",2015,"TLS",100,,"Lower-middle-income countries"
"1804","East Timor",2016,"TLS",100,,"Lower-middle-income countries"
"1805","East Timor",2017,"TLS",100,,"Lower-middle-income countries"
"1806","East Timor",2018,"TLS",100,,"Lower-middle-income countries"
"1807","East Timor",2019,"TLS",100,,"Lower-middle-income countries"
"1808","East Timor",2020,"TLS",100,,"Lower-middle-income countries"
"1809","East Timor",2021,"TLS",100,,"Lower-middle-income countries"
"1810","East Timor",2022,"TLS",100,,"Lower-middle-income countries"
"1811","East Timor",2023,"TLS",100,,"Lower-middle-income countries"
"1812","Ecuador",2000,"ECU",28.490028,20.573494,"Lower-middle-income countries"
"1813","Ecuador",2001,"ECU",36.247726,18.73716,"Lower-middle-income countries"
"1814","Ecuador",2002,"ECU",36.917866,20.06039,"Lower-middle-income countries"
"1815","Ecuador",2003,"ECU",38.066204,18.571856,"Lower-middle-income countries"
"1816","Ecuador",2004,"ECU",42.65625,17.818209,"Lower-middle-income countries"
"1817","Ecuador",2005,"ECU",45.965187,15.750063,"Lower-middle-income countries"
"1818","Ecuador",2006,"ECU",49.715908,15.434831,"Lower-middle-income countries"
"1819","Ecuador",2007,"ECU",48,18.627731,"Lower-middle-income countries"
"1820","Ecuador",2008,"ECU",39.426716,21.548954,"Lower-middle-income countries"
"1821","Ecuador",2009,"ECU",49.61454,18.011255,"Lower-middle-income countries"
"1822","Ecuador",2010,"ECU",55.87024,15.137318,"Upper-middle-income countries"
"1823","Ecuador",2011,"ECU",46.010765,18.274744,"Upper-middle-income countries"
"1824","Ecuador",2012,"ECU",46.590412,18.909204,"Upper-middle-income countries"
"1825","Ecuador",2013,"ECU",52.374786,16.518951,"Upper-middle-income countries"
"1826","Ecuador",2014,"ECU",52.45969,16.450544,"Upper-middle-income countries"
"1827","Ecuador",2015,"ECU",48.896633,18.755653,"Upper-middle-income countries"
"1828","Ecuador",2016,"ECU",40.02209,22.60093,"Upper-middle-income countries"
"1829","Ecuador",2017,"ECU",26.482214,27.195576,"Upper-middle-income countries"
"1830","Ecuador",2018,"ECU",28.087582,26.235897,"Upper-middle-income countries"
"1831","Ecuador",2019,"ECU",22.218798,30.381714,"Upper-middle-income countries"
"1832","Ecuador",2020,"ECU",20.35794,34.623642,"Upper-middle-income countries"
"1833","Ecuador",2021,"ECU",18.804483,31.037851,"Upper-middle-income countries"
"1834","Ecuador",2022,"ECU",23.986689,28.426424,"Upper-middle-income countries"
"1835","Ecuador",2023,"ECU",23.221083,27.974184,"Upper-middle-income countries"
"1836","Ecuador",2024,"ECU",28.333334,25.357561,"Upper-middle-income countries"
"1837","Egypt",1985,"EGY",69.76218,7.765994,
"1838","Egypt",1986,"EGY",72.36068,7.445945,
"1839","Egypt",1987,"EGY",74.843285,7.0179377,"Lower-middle-income countries"
"1840","Egypt",1988,"EGY",77.19341,6.80693,"Lower-middle-income countries"
"1841","Egypt",1989,"EGY",76.64135,6.9391856,"Lower-middle-income countries"
"1842","Egypt",1990,"EGY",76.27555,7.097406,"Low-income countries"
"1843","Egypt",1991,"EGY",77.0866,6.9793625,"Low-income countries"
"1844","Egypt",1992,"EGY",78.21593,6.9645247,"Low-income countries"
"1845","Egypt",1993,"EGY",78.40576,7.168096,"Low-income countries"
"1846","Egypt",1994,"EGY",77.9032,7.245232,"Low-income countries"
"1847","Egypt",1995,"EGY",77.90413,7.133508,"Lower-middle-income countries"
"1848","Egypt",1996,"EGY",78.56263,6.9465804,"Lower-middle-income countries"
"1849","Egypt",1997,"EGY",79.27057,6.8348336,"Lower-middle-income countries"
"1850","Egypt",1998,"EGY",80.057495,6.7498574,"Lower-middle-income countries"
"1851","Egypt",1999,"EGY",79.53386,6.991505,"Lower-middle-income countries"
"1852","Egypt",2000,"EGY",80.55101,6.9980617,"Lower-middle-income countries"
"1853","Egypt",2001,"EGY",81.922935,6.824026,"Lower-middle-income countries"
"1854","Egypt",2002,"EGY",83.53241,6.4054775,"Lower-middle-income countries"
"1855","Egypt",2003,"EGY",85.6492,5.5988307,"Lower-middle-income countries"
"1856","Egypt",2004,"EGY",86.43257,5.316899,"Lower-middle-income countries"
"1857","Egypt",2005,"EGY",87.46903,5.0728197,"Lower-middle-income countries"
"1858","Egypt",2006,"EGY",88.00823,4.875579,"Lower-middle-income countries"
"1859","Egypt",2007,"EGY",87.58552,5.0605507,"Lower-middle-income countries"
"1860","Egypt",2008,"EGY",87.554344,5.1005898,"Lower-middle-income countries"
"1861","Egypt",2009,"EGY",88.969986,4.5248094,"Lower-middle-income countries"
"1862","Egypt",2010,"EGY",90.0367,4.1977415,"Lower-middle-income countries"
"1863","Egypt",2011,"EGY",90.1578,4.063366,"Lower-middle-income countries"
"1864","Egypt",2012,"EGY",90.86834,3.9203088,"Lower-middle-income countries"
"1865","Egypt",2013,"EGY",91.00436,3.909255,"Lower-middle-income countries"
"1866","Egypt",2014,"EGY",91.380516,3.9126637,"Lower-middle-income countries"
"1867","Egypt",2015,"EGY",91.415054,4.0617194,"Lower-middle-income countries"
"1868","Egypt",2016,"EGY",91.58829,3.869806,"Lower-middle-income countries"
"1869","Egypt",2017,"EGY",91.97764,3.6274722,"Lower-middle-income countries"
"1870","Egypt",2018,"EGY",91.74482,3.8320756,"Lower-middle-income countries"
"1871","Egypt",2019,"EGY",89.754196,4.638214,"Lower-middle-income countries"
"1872","Egypt",2020,"EGY",87.623985,5.968184,"Lower-middle-income countries"
"1873","Egypt",2021,"EGY",88.36688,5.9075103,"Lower-middle-income countries"
"1874","Egypt",2022,"EGY",88.837616,5.687224,"Lower-middle-income countries"
"1875","Egypt",2023,"EGY",88.73444,5.803628,"Lower-middle-income countries"
"1876","Egypt",2024,"EGY",88.415955,5.778012,"Lower-middle-income countries"
"1877","El Salvador",2000,"SLV",38.274933,,"Lower-middle-income countries"
"1878","El Salvador",2001,"SLV",40.96692,,"Lower-middle-income countries"
"1879","El Salvador",2002,"SLV",43.825665,,"Lower-middle-income countries"
"1880","El Salvador",2003,"SLV",39.00227,,"Lower-middle-income countries"
"1881","El Salvador",2004,"SLV",41.964287,,"Lower-middle-income countries"
"1882","El Salvador",2005,"SLV",39.08524,,"Lower-middle-income countries"
"1883","El Salvador",2006,"SLV",40.53097,,"Lower-middle-income countries"
"1884","El Salvador",2007,"SLV",43.448273,,"Lower-middle-income countries"
"1885","El Salvador",2008,"SLV",37.583893,,"Lower-middle-income countries"
"1886","El Salvador",2009,"SLV",43.771626,,"Lower-middle-income countries"
"1887","El Salvador",2010,"SLV",35.008373,,"Lower-middle-income countries"
"1888","El Salvador",2011,"SLV",37.171055,,"Lower-middle-income countries"
"1889","El Salvador",2012,"SLV",39.807384,,"Lower-middle-income countries"
"1890","El Salvador",2013,"SLV",39.490444,,"Lower-middle-income countries"
"1891","El Salvador",2014,"SLV",39.490444,,"Lower-middle-income countries"
"1892","El Salvador",2015,"SLV",41.611843,,"Lower-middle-income countries"
"1893","El Salvador",2016,"SLV",41.14754,,"Lower-middle-income countries"
"1894","El Salvador",2017,"SLV",25.089605,,"Lower-middle-income countries"
"1895","El Salvador",2018,"SLV",22.263453,,"Lower-middle-income countries"
"1896","El Salvador",2019,"SLV",28.947369,,"Lower-middle-income countries"
"1897","El Salvador",2020,"SLV",15.481833,,"Lower-middle-income countries"
"1898","El Salvador",2021,"SLV",15.277778,,"Lower-middle-income countries"
"1899","El Salvador",2022,"SLV",9.186748,,"Upper-middle-income countries"
"1900","El Salvador",2023,"SLV",9.384616,,"Upper-middle-income countries"
"1901","El Salvador",2024,"SLV",7.4999995,,"Upper-middle-income countries"
"1902","Equatorial Guinea",2000,"GNQ",80,,"Lower-middle-income countries"
"1903","Equatorial Guinea",2001,"GNQ",83.333336,,"Low-income countries"
"1904","Equatorial Guinea",2002,"GNQ",85.71429,,"Low-income countries"
"1905","Equatorial Guinea",2003,"GNQ",85.71429,,"Low-income countries"
"1906","Equatorial Guinea",2004,"GNQ",88.888885,,"Upper-middle-income countries"
"1907","Equatorial Guinea",2005,"GNQ",90,,"Upper-middle-income countries"
"1908","Equatorial Guinea",2006,"GNQ",90.909096,,"Upper-middle-income countries"
"1909","Equatorial Guinea",2007,"GNQ",92.30769,,"High-income countries"
"1910","Equatorial Guinea",2008,"GNQ",75,,"High-income countries"
"1911","Equatorial Guinea",2009,"GNQ",77.27273,,"High-income countries"
"1912","Equatorial Guinea",2010,"GNQ",86.36363,,"High-income countries"
"1913","Equatorial Guinea",2011,"GNQ",90,,"High-income countries"
"1914","Equatorial Guinea",2012,"GNQ",85.18518,,"High-income countries"
"1915","Equatorial Guinea",2013,"GNQ",70.588234,,"High-income countries"
"1916","Equatorial Guinea",2014,"GNQ",65.13761,,"High-income countries"
"1917","Equatorial Guinea",2015,"GNQ",63.846153,,"Upper-middle-income countries"
"1918","Equatorial Guinea",2016,"GNQ",66.42857,,"Upper-middle-income countries"
"1919","Equatorial Guinea",2017,"GNQ",67.16418,,"Upper-middle-income countries"
"1920","Equatorial Guinea",2018,"GNQ",67.40741,,"Upper-middle-income countries"
"1921","Equatorial Guinea",2019,"GNQ",67.85714,,"Upper-middle-income countries"
"1922","Equatorial Guinea",2020,"GNQ",65.24823,,"Upper-middle-income countries"
"1923","Equatorial Guinea",2021,"GNQ",67.132866,,"Upper-middle-income countries"
"1924","Equatorial Guinea",2022,"GNQ",68.21192,,"Upper-middle-income countries"
"1925","Equatorial Guinea",2023,"GNQ",68.78981,,"Upper-middle-income countries"
"1926","Eritrea",2000,"ERI",100,,"Low-income countries"
"1927","Eritrea",2001,"ERI",100,,"Low-income countries"
"1928","Eritrea",2002,"ERI",100,,"Low-income countries"
"1929","Eritrea",2003,"ERI",100,,"Low-income countries"
"1930","Eritrea",2004,"ERI",100,,"Low-income countries"
"1931","Eritrea",2005,"ERI",100,,"Low-income countries"
"1932","Eritrea",2006,"ERI",100,,"Low-income countries"
"1933","Eritrea",2007,"ERI",100,,"Low-income countries"
"1934","Eritrea",2008,"ERI",100,,"Low-income countries"
"1935","Eritrea",2009,"ERI",100,,"Low-income countries"
"1936","Eritrea",2010,"ERI",100,,"Low-income countries"
"1937","Eritrea",2011,"ERI",100,,"Low-income countries"
"1938","Eritrea",2012,"ERI",100,,"Low-income countries"
"1939","Eritrea",2013,"ERI",100,,"Low-income countries"
"1940","Eritrea",2014,"ERI",100,,"Low-income countries"
"1941","Eritrea",2015,"ERI",100,,"Low-income countries"
"1942","Eritrea",2016,"ERI",100,,"Low-income countries"
"1943","Eritrea",2017,"ERI",97.05882,,"Low-income countries"
"1944","Eritrea",2018,"ERI",87.17949,,"Low-income countries"
"1945","Eritrea",2019,"ERI",87.5,,"Low-income countries"
"1946","Eritrea",2020,"ERI",87.804886,,"Low-income countries"
"1947","Eritrea",2021,"ERI",88.095245,,"Low-income countries"
"1948","Eritrea",2022,"ERI",88.63636,,"Low-income countries"
"1949","Eritrea",2023,"ERI",88.63636,,"Low-income countries"
"1950","Estonia",1990,"EST",100,0,
"1951","Estonia",1991,"EST",100,0,"Upper-middle-income countries"
"1952","Estonia",1992,"EST",100,0,"Upper-middle-income countries"
"1953","Estonia",1993,"EST",100,0,"Upper-middle-income countries"
"1954","Estonia",1994,"EST",100,0,"Lower-middle-income countries"
"1955","Estonia",1995,"EST",99.88493,0.03016169,"Lower-middle-income countries"
"1956","Estonia",1996,"EST",100,0.023669971,"Lower-middle-income countries"
"1957","Estonia",1997,"EST",99.89154,0.03844557,"Upper-middle-income countries"
"1958","Estonia",1998,"EST",99.88304,0.064285405,"Upper-middle-income countries"
"1959","Estonia",1999,"EST",99.87908,0.09627783,"Upper-middle-income countries"
"1960","Estonia",2000,"EST",99.88249,0.33475995,"Upper-middle-income countries"
"1961","Estonia",2001,"EST",99.764435,0.15419663,"Upper-middle-income countries"
"1962","Estonia",2002,"EST",99.6483,0.17976718,"Upper-middle-income countries"
"1963","Estonia",2003,"EST",99.50787,0.21134767,"Upper-middle-income countries"
"1964","Estonia",2004,"EST",99.41804,0.27796856,"Upper-middle-income countries"
"1965","Estonia",2005,"EST",98.92157,0.47721928,"Upper-middle-income countries"
"1966","Estonia",2006,"EST",98.66393,0.58349687,"High-income countries"
"1967","Estonia",2007,"EST",98.85057,0.5681164,"High-income countries"
"1968","Estonia",2008,"EST",98.10964,0.87104774,"High-income countries"
"1969","Estonia",2009,"EST",93.849655,2.7223704,"High-income countries"
"1970","Estonia",2010,"EST",91.904396,4.3801155,"High-income countries"
"1971","Estonia",2011,"EST",90.84561,4.846749,"High-income countries"
"1972","Estonia",2012,"EST",87.70903,5.9997787,"High-income countries"
"1973","Estonia",2013,"EST",90.73795,4.70338,"High-income countries"
"1974","Estonia",2014,"EST",88.83534,5.622078,"High-income countries"
"1975","Estonia",2015,"EST",84.63055,6.6583357,"High-income countries"
"1976","Estonia",2016,"EST",86.93508,6.5080376,"High-income countries"
"1977","Estonia",2017,"EST",85.866264,6.8996964,"High-income countries"
"1978","Estonia",2018,"EST",83.9127,7.798443,"High-income countries"
"1979","Estonia",2019,"EST",71.879105,10.376287,"High-income countries"
"1980","Estonia",2020,"EST",51.151314,15.351766,"High-income countries"
"1981","Estonia",2021,"EST",60.08345,14.29714,"High-income countries"
"1982","Estonia",2022,"EST",68.00895,13.240793,"High-income countries"
"1983","Estonia",2023,"EST",50.256413,14.305354,"High-income countries"
"1984","Estonia",2024,"EST",43.327843,17.946262,"High-income countries"
"1985","Eswatini",2000,"SWZ",1.5151514,,"Lower-middle-income countries"
"1986","Eswatini",2001,"SWZ",1.4285715,,"Lower-middle-income countries"
"1987","Eswatini",2002,"SWZ",4.1666665,,"Lower-middle-income countries"
"1988","Eswatini",2003,"SWZ",4.6875,,"Lower-middle-income countries"
"1989","Eswatini",2004,"SWZ",5.172414,,"Lower-middle-income countries"
"1990","Eswatini",2005,"SWZ",3.2258062,,"Lower-middle-income countries"
"1991","Eswatini",2006,"SWZ",2.8985507,,"Lower-middle-income countries"
"1992","Eswatini",2007,"SWZ",2.8169014,,"Lower-middle-income countries"
"1993","Eswatini",2008,"SWZ",2.8985507,,"Lower-middle-income countries"
"1994","Eswatini",2009,"SWZ",3.0303028,,"Lower-middle-income countries"
"1995","Eswatini",2010,"SWZ",2.7027025,,"Lower-middle-income countries"
"1996","Eswatini",2011,"SWZ",3.4482758,,"Lower-middle-income countries"
"1997","Eswatini",2012,"SWZ",7.692308,,"Lower-middle-income countries"
"1998","Eswatini",2013,"SWZ",6.666666,,"Lower-middle-income countries"
"1999","Eswatini",2014,"SWZ",4.1666665,,"Lower-middle-income countries"
"2000","Eswatini",2015,"SWZ",5.263158,,"Lower-middle-income countries"
"2001","Eswatini",2016,"SWZ",8.333333,,"Lower-middle-income countries"
"2002","Eswatini",2017,"SWZ",4.6511626,,"Lower-middle-income countries"
"2003","Eswatini",2018,"SWZ",4.0816326,,"Lower-middle-income countries"
