"","Entity","Code","Year","Fossil_Fuels","Renewables","Income_Group","Net_Zero_Targets"
"1475","Eritrea","ERI",2016,100,0,"Low-income countries","Proposed / in discussion"
"1476","Eritrea","ERI",2017,97.05882,2.9411764,"Low-income countries","Proposed / in discussion"
"1477","Eritrea","ERI",2018,87.17949,12.820514,"Low-income countries","Proposed / in discussion"
"1478","Eritrea","ERI",2019,87.5,12.5,"Low-income countries","Proposed / in discussion"
"1479","Eritrea","ERI",2020,87.804886,12.195122,"Low-income countries","Proposed / in discussion"
"1480","Eritrea","ERI",2021,88.095245,11.904762,"Low-income countries","Proposed / in discussion"
"1481","Eritrea","ERI",2022,88.63636,11.363637,"Low-income countries","Proposed / in discussion"
"1482","Eritrea","ERI",2023,88.63636,11.363637,"Low-income countries","Proposed / in discussion"
"1483","Estonia","EST",1991,100,0,"Upper-middle-income countries","Declaration / pledge"
"1484","Estonia","EST",1992,100,0,"Upper-middle-income countries","Declaration / pledge"
"1485","Estonia","EST",1993,100,0,"Upper-middle-income countries","Declaration / pledge"
"1486","Estonia","EST",1994,100,0,"Lower-middle-income countries","Declaration / pledge"
"1487","Estonia","EST",1995,99.88493,0.1150748,"Lower-middle-income countries","Declaration / pledge"
"1488","Estonia","EST",1996,100,0,"Lower-middle-income countries","Declaration / pledge"
"1489","Estonia","EST",1997,99.89154,0.10845987,"Upper-middle-income countries","Declaration / pledge"
"1490","Estonia","EST",1998,99.88304,0.11695906,"Upper-middle-income countries","Declaration / pledge"
"1491","Estonia","EST",1999,99.87908,0.120918974,"Upper-middle-income countries","Declaration / pledge"
"1492","Estonia","EST",2000,99.88249,0.11750881,"Upper-middle-income countries","Declaration / pledge"
"1493","Estonia","EST",2001,99.764435,0.23557127,"Upper-middle-income countries","Declaration / pledge"
"1494","Estonia","EST",2002,99.6483,0.3516999,"Upper-middle-income countries","Declaration / pledge"
"1495","Estonia","EST",2003,99.50787,0.492126,"Upper-middle-income countries","Declaration / pledge"
"1496","Estonia","EST",2004,99.41804,0.58195925,"Upper-middle-income countries","Declaration / pledge"
"1497","Estonia","EST",2005,98.92157,1.0784314,"Upper-middle-income countries","Declaration / pledge"
"1498","Estonia","EST",2006,98.66393,1.336074,"High-income countries","Declaration / pledge"
"1499","Estonia","EST",2007,98.85057,1.1494253,"High-income countries","Declaration / pledge"
"1500","Estonia","EST",2008,98.10964,1.8903592,"High-income countries","Declaration / pledge"
"1501","Estonia","EST",2009,93.849655,6.150342,"High-income countries","Declaration / pledge"
"1502","Estonia","EST",2010,91.904396,8.095605,"High-income countries","Declaration / pledge"
"1503","Estonia","EST",2011,90.84561,9.154383,"High-income countries","Declaration / pledge"
"1504","Estonia","EST",2012,87.70903,12.29097,"High-income countries","Declaration / pledge"
"1505","Estonia","EST",2013,90.73795,9.262049,"High-income countries","Declaration / pledge"
"1506","Estonia","EST",2014,88.83534,11.164659,"High-income countries","Declaration / pledge"
"1507","Estonia","EST",2015,84.63055,15.369458,"High-income countries","Declaration / pledge"
"1508","Estonia","EST",2016,86.93508,13.064914,"High-income countries","Declaration / pledge"
"1509","Estonia","EST",2017,85.866264,14.1337385,"High-income countries","Declaration / pledge"
"1510","Estonia","EST",2018,83.9127,16.087309,"High-income countries","Declaration / pledge"
"1511","Estonia","EST",2019,71.879105,28.120895,"High-income countries","Declaration / pledge"
"1512","Estonia","EST",2020,51.151314,48.848686,"High-income countries","Declaration / pledge"
"1513","Estonia","EST",2021,60.08345,39.91655,"High-income countries","Declaration / pledge"
"1514","Estonia","EST",2022,68.00895,31.991053,"High-income countries","Declaration / pledge"
"1515","Estonia","EST",2023,50.256413,49.74359,"High-income countries","Declaration / pledge"
"1516","Estonia","EST",2024,43.327843,56.672157,"High-income countries","Declaration / pledge"
"1517","Eswatini","SWZ",2000,1.5151514,98.48484,"Lower-middle-income countries","In policy document"
"1518","Eswatini","SWZ",2001,1.4285715,98.57143,"Lower-middle-income countries","In policy document"
"1519","Eswatini","SWZ",2002,4.1666665,95.83333,"Lower-middle-income countries","In policy document"
"1520","Eswatini","SWZ",2003,4.6875,95.31251,"Lower-middle-income countries","In policy document"
"1521","Eswatini","SWZ",2004,5.172414,94.82759,"Lower-middle-income countries","In policy document"
"1522","Eswatini","SWZ",2005,3.2258062,96.7742,"Lower-middle-income countries","In policy document"
"1523","Eswatini","SWZ",2006,2.8985507,97.101456,"Lower-middle-income countries","In policy document"
"1524","Eswatini","SWZ",2007,2.8169014,97.1831,"Lower-middle-income countries","In policy document"
"1525","Eswatini","SWZ",2008,2.8985507,97.101456,"Lower-middle-income countries","In policy document"
"1526","Eswatini","SWZ",2009,3.0303028,96.96969,"Lower-middle-income countries","In policy document"
"1527","Eswatini","SWZ",2010,2.7027025,97.2973,"Lower-middle-income countries","In policy document"
"1528","Eswatini","SWZ",2011,3.4482758,96.55173,"Lower-middle-income countries","In policy document"
"1529","Eswatini","SWZ",2012,7.692308,92.30769,"Lower-middle-income countries","In policy document"
"1530","Eswatini","SWZ",2013,6.666666,93.33333,"Lower-middle-income countries","In policy document"
"1531","Eswatini","SWZ",2014,4.1666665,95.833336,"Lower-middle-income countries","In policy document"
"1532","Eswatini","SWZ",2015,5.263158,94.73685,"Lower-middle-income countries","In policy document"
"1533","Eswatini","SWZ",2016,8.333333,91.666664,"Lower-middle-income countries","In policy document"
"1534","Eswatini","SWZ",2017,4.6511626,95.34883,"Lower-middle-income countries","In policy document"
"1535","Eswatini","SWZ",2018,4.0816326,95.918365,"Lower-middle-income countries","In policy document"
"1536","Eswatini","SWZ",2019,8.163265,91.83673,"Lower-middle-income countries","In policy document"
"1537","Eswatini","SWZ",2020,4.0816326,95.918365,"Lower-middle-income countries","In policy document"
"1538","Eswatini","SWZ",2021,3.9215686,96.07844,"Lower-middle-income countries","In policy document"
"1539","Eswatini","SWZ",2022,3.6363635,96.36363,"Lower-middle-income countries","In policy document"
"1540","Eswatini","SWZ",2023,3.5714285,96.42857,"Lower-middle-income countries","In policy document"
"1541","Ethiopia","ETH",2000,1.1834319,98.81656,"Low-income countries","In policy document"
"1542","Ethiopia","ETH",2001,0.98039216,99.01961,"Low-income countries","In policy document"
"1543","Ethiopia","ETH",2002,0.9708738,99.02913,"Low-income countries","In policy document"
"1544","Ethiopia","ETH",2003,0.8583691,99.14163,"Low-income countries","In policy document"
"1545","Ethiopia","ETH",2004,0.7782101,99.221794,"Low-income countries","In policy document"
"1546","Ethiopia","ETH",2005,0.3472222,99.65277,"Low-income countries","In policy document"
"1547","Ethiopia","ETH",2006,0.6042296,99.39577,"Low-income countries","In policy document"
"1548","Ethiopia","ETH",2007,1.1661807,98.833824,"Low-income countries","In policy document"
"1549","Ethiopia","ETH",2008,0.3003003,99.6997,"Low-income countries","In policy document"
"1550","Ethiopia","ETH",2009,1.6574585,98.342545,"Low-income countries","In policy document"
"1551","Ethiopia","ETH",2010,0.99800396,99.00199,"Low-income countries","In policy document"
"1552","Ethiopia","ETH",2011,0.78864354,99.21136,"Low-income countries","In policy document"
"1553","Ethiopia","ETH",2012,0.26420078,99.7358,"Low-income countries","In policy document"
"1554","Ethiopia","ETH",2013,0.11534025,99.88466,"Low-income countries","In policy document"
"1555","Ethiopia","ETH",2014,0,100,"Low-income countries","In policy document"
"1556","Ethiopia","ETH",2015,0,100,"Low-income countries","In policy document"
"1557","Ethiopia","ETH",2016,0,100,"Low-income countries","In policy document"
"1558","Ethiopia","ETH",2017,0,100,"Low-income countries","In policy document"
"1559","Ethiopia","ETH",2018,0,100,"Low-income countries","In policy document"
"1560","Ethiopia","ETH",2019,0.06531678,99.934685,"Low-income countries","In policy document"
"1561","Ethiopia","ETH",2020,0.064020485,99.93598,"Low-income countries","In policy document"
"1562","Ethiopia","ETH",2021,0,100,"Low-income countries","In policy document"
"1563","Ethiopia","ETH",2022,0,100,"Low-income countries","In policy document"
"1564","Ethiopia","ETH",2023,0,100,"Low-income countries","In policy document"
"1565","Fiji","FJI",2000,28,72,"Lower-middle-income countries","In law"
"1566","Fiji","FJI",2001,25.316456,74.68354,"Lower-middle-income countries","In law"
"1567","Fiji","FJI",2002,30.120483,69.87952,"Lower-middle-income countries","In law"
"1568","Fiji","FJI",2003,45.977013,54.022987,"Lower-middle-income countries","In law"
"1569","Fiji","FJI",2004,43.181816,56.818184,"Lower-middle-income countries","In law"
"1570","Fiji","FJI",2005,47.19101,52.80899,"Lower-middle-income countries","In law"
"1571","Fiji","FJI",2006,47.77778,52.222225,"Lower-middle-income countries","In law"
"1572","Fiji","FJI",2007,31.460674,68.53933,"Upper-middle-income countries","In law"
"1573","Fiji","FJI",2008,32.14286,67.85715,"Upper-middle-income countries","In law"
"1574","Fiji","FJI",2009,37.3494,62.6506,"Upper-middle-income countries","In law"
"1575","Fiji","FJI",2010,47.727272,52.272728,"Lower-middle-income countries","In law"
"1576","Fiji","FJI",2011,42.352943,57.647057,"Lower-middle-income countries","In law"
"1577","Fiji","FJI",2012,33.72093,66.27907,"Upper-middle-income countries","In law"
"1578","Fiji","FJI",2013,36.363636,63.636364,"Upper-middle-income countries","In law"
"1579","Fiji","FJI",2014,51.64835,48.351646,"Upper-middle-income countries","In law"
"1580","Fiji","FJI",2015,51.6129,48.387096,"Upper-middle-income countries","In law"
"1581","Fiji","FJI",2016,45.26316,54.73684,"Upper-middle-income countries","In law"
"1582","Fiji","FJI",2017,50,50,"Upper-middle-income countries","In law"
"1583","Fiji","FJI",2018,40.90909,59.090904,"Upper-middle-income countries","In law"
"1584","Fiji","FJI",2019,42.105263,57.89474,"Upper-middle-income countries","In law"
"1585","Fiji","FJI",2020,37.037037,62.96296,"Upper-middle-income countries","In law"
"1586","Fiji","FJI",2021,37.73585,62.264156,"Upper-middle-income countries","In law"
"1587","Fiji","FJI",2022,39.252335,60.747658,"Upper-middle-income countries","In law"
"1588","Fiji","FJI",2023,36.52174,63.478264,"Upper-middle-income countries","In law"
"1589","Finland","FIN",1990,35.172924,29.4702,"High-income countries","In law"
"1590","Finland","FIN",1991,34.93789,31.400969,"High-income countries","In law"
"1591","Finland","FIN",1992,31.854418,34.76603,"High-income countries","In law"
"1592","Finland","FIN",1993,35.522438,31.837538,"High-income countries","In law"
"1593","Finland","FIN",1994,42.548,27.842121,"High-income countries","In law"
"1594","Finland","FIN",1995,39.421875,30.546873,"High-income countries","In law"
"1595","Finland","FIN",1996,46.270382,25.62401,"High-income countries","In law"
"1596","Finland","FIN",1997,40.61641,29.156416,"High-income countries","In law"
"1597","Finland","FIN",1998,34.032234,34.802452,"High-income countries","In law"
"1598","Finland","FIN",1999,36.38721,30.524345,"High-income countries","In law"
"1599","Finland","FIN",2000,34.457626,33.414318,"High-income countries","In law"
"1600","Finland","FIN",2001,40.483547,28.93217,"High-income countries","In law"
"1601","Finland","FIN",2002,43.766685,26.468233,"High-income countries","In law"
"1602","Finland","FIN",2003,50.415287,22.615091,"High-income countries","In law"
"1603","Finland","FIN",2004,43.674282,29.857876,"High-income countries","In law"
"1604","Finland","FIN",2005,33.77268,33.2483,"High-income countries","In law"
"1605","Finland","FIN",2006,44.865715,27.293716,"High-income countries","In law"
"1606","Finland","FIN",2007,41.18517,29.96181,"High-income countries","In law"
"1607","Finland","FIN",2008,34.414997,35.901745,"High-income countries","In law"
"1608","Finland","FIN",2009,37.232864,30.113796,"High-income countries","In law"
"1609","Finland","FIN",2010,41.74107,29.985119,"High-income countries","In law"
"1610","Finland","FIN",2011,35.551018,32.89796,"High-income countries","In law"
"1611","Finland","FIN",2012,26.785967,40.562416,"High-income countries","In law"
"1612","Finland","FIN",2013,30.900927,35.96688,"High-income countries","In law"
"1613","Finland","FIN",2014,26.784142,38.59031,"High-income countries","In law"
"1614","Finland","FIN",2015,21.614925,44.497887,"High-income countries","In law"
"1615","Finland","FIN",2016,22.021818,44.232727,"High-income countries","In law"
"1616","Finland","FIN",2017,20.09775,46.608414,"High-income countries","In law"
"1617","Finland","FIN",2018,21.78556,45.763916,"High-income countries","In law"
"1618","Finland","FIN",2019,18.743622,46.465527,"High-income countries","In law"
"1619","Finland","FIN",2020,14.471405,51.89197,"High-income countries","In law"
"1620","Finland","FIN",2021,14.325336,52.946888,"High-income countries","In law"
"1621","Finland","FIN",2022,11.320494,53.567966,"High-income countries","In law"
"1622","Finland","FIN",2023,6.0311995,51.824097,"High-income countries","In law"
"1623","Finland","FIN",2024,5.490431,55.418663,"High-income countries","In law"
"1624","France","FRA",1987,9.433366,19.088827,"High-income countries","In law"
"1625","France","FRA",1988,8.440214,19.968836,"High-income countries","In law"
"1626","France","FRA",1989,11.636902,11.974421,"High-income countries","In law"
"1627","France","FRA",1990,11.378714,13.128545,"High-income countries","In law"
"1628","France","FRA",1991,13.449838,12.974642,"High-income countries","In law"
"1629","France","FRA",1992,11.006674,15.182972,"High-income countries","In law"
"1630","France","FRA",1993,7.394193,13.944494,"High-income countries","In law"
"1631","France","FRA",1994,7.1208014,16.747738,"High-income countries","In law"
"1632","France","FRA",1995,7.8707013,15.0507765,"High-income countries","In law"
"1633","France","FRA",1996,8.536993,13.214124,"High-income countries","In law"
"1634","France","FRA",1997,7.81879,12.975907,"High-income countries","In law"
"1635","France","FRA",1998,10.772242,12.539284,"High-income countries","In law"
"1636","France","FRA",1999,9.929938,14.187551,"High-income countries","In law"
"1637","France","FRA",2000,9.307872,12.736593,"High-income countries","In law"
"1638","France","FRA",2001,8.372651,14.023221,"High-income countries","In law"
"1639","France","FRA",2002,9.395182,11.372541,"High-income countries","In law"
"1640","France","FRA",2003,10.121081,10.993866,"High-income countries","In law"
"1641","France","FRA",2004,9.825181,11.022427,"High-income countries","In law"
"1642","France","FRA",2005,11.004322,9.660189,"High-income countries","In law"
"1643","France","FRA",2006,9.906575,10.736824,"High-income countries","In law"
"1644","France","FRA",2007,10.289406,11.444539,"High-income countries","In law"
"1645","France","FRA",2008,9.735794,12.757065,"High-income countries","In law"
"1646","France","FRA",2009,9.63942,12.885964,"High-income countries","In law"
"1647","France","FRA",2010,10.164308,13.635394,"High-income countries","In law"
"1648","France","FRA",2011,10.4360075,11.630405,"High-income countries","In law"
"1649","France","FRA",2012,10.028542,15.019909,"High-income countries","In law"
"1650","France","FRA",2013,9.30039,17.239706,"High-income countries","In law"
"1651","France","FRA",2014,6.3216257,16.60398,"High-income countries","In law"
"1652","France","FRA",2015,7.8151665,15.996098,"High-income countries","In law"
"1653","France","FRA",2016,10.13528,17.715267,"High-income countries","In law"
"1654","France","FRA",2017,11.765446,16.6463,"High-income countries","In law"
"1655","France","FRA",2018,8.58656,19.710018,"High-income countries","In law"
"1656","France","FRA",2019,9.477258,19.985151,"High-income countries","In law"
"1657","France","FRA",2020,9.174851,23.738197,"High-income countries","In law"
"1658","France","FRA",2021,8.872741,22.2091,"High-income countries","In law"
"1659","France","FRA",2022,12.881812,24.207561,"High-income countries","In law"
"1660","France","FRA",2023,8.187948,26.470757,"High-income countries","In law"
"1661","France","FRA",2024,5.75368,26.243881,"High-income countries","In law"
"1662","Gabon","GAB",2000,38.167942,61.832066,"Upper-middle-income countries","Achieved (self-declared)"
"1663","Gabon","GAB",2001,37.142857,62.857143,"Upper-middle-income countries","Achieved (self-declared)"
"1664","Gabon","GAB",2002,37.414967,62.585033,"Upper-middle-income countries","Achieved (self-declared)"
"1665","Gabon","GAB",2003,41.17647,58.82353,"Upper-middle-income countries","Achieved (self-declared)"
"1666","Gabon","GAB",2004,41.830067,58.169933,"Upper-middle-income countries","Achieved (self-declared)"
"1667","Gabon","GAB",2005,48.407642,51.592354,"Upper-middle-income countries","Achieved (self-declared)"
"1668","Gabon","GAB",2006,42.771084,57.228916,"Upper-middle-income countries","Achieved (self-declared)"
"1669","Gabon","GAB",2007,53.757225,46.242775,"Upper-middle-income countries","Achieved (self-declared)"
"1670","Gabon","GAB",2008,50.82873,49.171272,"Upper-middle-income countries","Achieved (self-declared)"
"1671","Gabon","GAB",2009,48.08743,51.912567,"Upper-middle-income countries","Achieved (self-declared)"
"1672","Gabon","GAB",2010,52.849743,47.15026,"Upper-middle-income countries","Achieved (self-declared)"
"1673","Gabon","GAB",2011,58.620693,41.37931,"Upper-middle-income countries","Achieved (self-declared)"
"1674","Gabon","GAB",2012,57.87037,42.12963,"Upper-middle-income countries","Achieved (self-declared)"
"1675","Gabon","GAB",2013,55.023926,44.976078,"Upper-middle-income countries","Achieved (self-declared)"
"1676","Gabon","GAB",2014,59.798996,40.201004,"Upper-middle-income countries","Achieved (self-declared)"
"1677","Gabon","GAB",2015,56.60378,43.39623,"Upper-middle-income countries","Achieved (self-declared)"
"1678","Gabon","GAB",2016,62.100456,37.89954,"Upper-middle-income countries","Achieved (self-declared)"
"1679","Gabon","GAB",2017,58.035713,41.964287,"Upper-middle-income countries","Achieved (self-declared)"
"1680","Gabon","GAB",2018,52.8777,47.1223,"Upper-middle-income countries","Achieved (self-declared)"
"1681","Gabon","GAB",2019,53.52113,46.478878,"Upper-middle-income countries","Achieved (self-declared)"
"1682","Gabon","GAB",2020,51.19454,48.805458,"Upper-middle-income countries","Achieved (self-declared)"
"1683","Gabon","GAB",2021,53.37838,46.62162,"Upper-middle-income countries","Achieved (self-declared)"
"1684","Gabon","GAB",2022,52.037617,47.96238,"Upper-middle-income countries","Achieved (self-declared)"
"1685","Gabon","GAB",2023,52.037617,47.96238,"Upper-middle-income countries","Achieved (self-declared)"
"1686","Gambia","GMB",2000,100,0,"Low-income countries","In policy document"
"1687","Gambia","GMB",2001,100,0,"Low-income countries","In policy document"
"1688","Gambia","GMB",2002,100,0,"Low-income countries","In policy document"
"1689","Gambia","GMB",2003,100,0,"Low-income countries","In policy document"
"1690","Gambia","GMB",2004,100,0,"Low-income countries","In policy document"
"1691","Gambia","GMB",2005,100,0,"Low-income countries","In policy document"
"1692","Gambia","GMB",2006,100,0,"Low-income countries","In policy document"
"1693","Gambia","GMB",2007,100,0,"Low-income countries","In policy document"
"1694","Gambia","GMB",2008,100,0,"Low-income countries","In policy document"
"1695","Gambia","GMB",2009,100,0,"Low-income countries","In policy document"
"1696","Gambia","GMB",2010,100,0,"Low-income countries","In policy document"
"1697","Gambia","GMB",2011,100,0,"Low-income countries","In policy document"
"1698","Gambia","GMB",2012,100,0,"Low-income countries","In policy document"
"1699","Gambia","GMB",2013,100,0,"Low-income countries","In policy document"
"1700","Gambia","GMB",2014,100,0,"Low-income countries","In policy document"
"1701","Gambia","GMB",2015,100,0,"Low-income countries","In policy document"
"1702","Gambia","GMB",2016,100,0,"Low-income countries","In policy document"
"1703","Gambia","GMB",2017,100,0,"Low-income countries","In policy document"
"1704","Gambia","GMB",2018,100,0,"Low-income countries","In policy document"
"1705","Gambia","GMB",2019,100,0,"Low-income countries","In policy document"
"1706","Gambia","GMB",2020,100,0,"Low-income countries","In policy document"
"1707","Gambia","GMB",2021,100,0,"Low-income countries","In policy document"
"1708","Gambia","GMB",2022,100,0,"Low-income countries","In policy document"
"1709","Gambia","GMB",2023,100,0,"Low-income countries","In policy document"
"1710","Georgia","GEO",2000,21.19565,78.80435,"Low-income countries","In policy document"
"1711","Georgia","GEO",2001,20.203487,79.79651,"Low-income countries","In policy document"
"1712","Georgia","GEO",2002,6.815021,93.184975,"Low-income countries","In policy document"
"1713","Georgia","GEO",2003,9.014085,90.985916,"Lower-middle-income countries","In policy document"
"1714","Georgia","GEO",2004,12.682216,87.31778,"Lower-middle-income countries","In policy document"
"1715","Georgia","GEO",2005,14.305555,85.69445,"Lower-middle-income countries","In policy document"
"1716","Georgia","GEO",2006,29.585009,70.415,"Lower-middle-income countries","In policy document"
"1717","Georgia","GEO",2007,20.588236,79.411766,"Lower-middle-income countries","In policy document"
"1718","Georgia","GEO",2008,15.393794,84.60621,"Lower-middle-income countries","In policy document"
"1719","Georgia","GEO",2009,11.884754,88.11525,"Lower-middle-income countries","In policy document"
"1720","Georgia","GEO",2010,6.8341713,93.16583,"Lower-middle-income countries","In policy document"
"1721","Georgia","GEO",2011,22.055887,77.94411,"Lower-middle-income countries","In policy document"
"1722","Georgia","GEO",2012,25.675676,74.324326,"Lower-middle-income countries","In policy document"
"1723","Georgia","GEO",2013,17.935873,82.064125,"Lower-middle-income countries","In policy document"
"1724","Georgia","GEO",2014,19.825073,80.17493,"Lower-middle-income countries","In policy document"
"1725","Georgia","GEO",2015,22.139536,77.860466,"Upper-middle-income countries","In policy document"
"1726","Georgia","GEO",2016,19.495214,80.50479,"Lower-middle-income countries","In policy document"
"1727","Georgia","GEO",2017,19.493008,80.506996,"Lower-middle-income countries","In policy document"
"1728","Georgia","GEO",2018,17.524916,82.47508,"Upper-middle-income countries","In policy document"
"1729","Georgia","GEO",2019,23.946037,76.05397,"Upper-middle-income countries","In policy document"
"1730","Georgia","GEO",2020,25.268818,74.731186,"Upper-middle-income countries","In policy document"
"1731","Georgia","GEO",2021,18.829115,81.17088,"Upper-middle-income countries","In policy document"
"1732","Georgia","GEO",2022,23.789474,76.210526,"Upper-middle-income countries","In policy document"
"1733","Georgia","GEO",2023,23.958334,76.041664,"Upper-middle-income countries","In policy document"
"1734","Georgia","GEO",2024,19.845722,80.15428,"Upper-middle-income countries","In policy document"
"1735","Germany","DEU",1987,66.72013,4.0926185,"High-income countries","In law"
"1736","Germany","DEU",1988,64.66336,3.9537015,"High-income countries","In law"
"1737","Germany","DEU",1989,64.678246,3.5756319,"High-income countries","In law"
"1738","Germany","DEU",1990,68.3602,3.5222955,"High-income countries","In law"
"1739","Germany","DEU",1991,69.364944,3.167792,"High-income countries","In law"
"1740","Germany","DEU",1992,66.55301,3.6963484,"High-income countries","In law"
"1741","Germany","DEU",1993,66.623146,3.940698,"High-income countries","In law"
"1742","Germany","DEU",1994,66.58095,4.4966893,"High-income countries","In law"
"1743","Germany","DEU",1995,66.270355,4.8839316,"High-income countries","In law"
"1744","Germany","DEU",1996,65.968666,4.842858,"High-income countries","In law"
"1745","Germany","DEU",1997,64.6064,4.218753,"High-income countries","In law"
"1746","Germany","DEU",1998,66.04158,4.529731,"High-income countries","In law"
"1747","Germany","DEU",1999,63.82289,5.2269373,"High-income countries","In law"
"1748","Germany","DEU",2000,63.965195,6.2237453,"High-income countries","In law"
"1749","Germany","DEU",2001,63.86845,6.5429926,"High-income countries","In law"
"1750","Germany","DEU",2002,64.14108,7.621283,"High-income countries","In law"
"1751","Germany","DEU",2003,64.83065,7.7521048,"High-income countries","In law"
"1752","Germany","DEU",2004,63.083992,9.509515,"High-income countries","In law"
"1753","Germany","DEU",2005,63.07431,10.341735,"High-income countries","In law"
"1754","Germany","DEU",2006,61.943825,11.513804,"High-income countries","In law"
"1755","Germany","DEU",2007,63.56045,14.172081,"High-income countries","In law"
"1756","Germany","DEU",2008,61.590412,14.925115,"High-income countries","In law"
"1757","Germany","DEU",2009,60.70991,16.341248,"High-income countries","In law"
"1758","Germany","DEU",2010,60.59499,16.886946,"High-income countries","In law"
"1759","Germany","DEU",2011,61.586777,20.566942,"High-income countries","In law"
"1760","Germany","DEU",2012,60.817028,23.136122,"High-income countries","In law"
"1761","Germany","DEU",2013,60.41862,24.13092,"High-income countries","In law"
"1762","Germany","DEU",2014,58.131718,26.170504,"High-income countries","In law"
"1763","Germany","DEU",2015,56.20414,29.43505,"High-income countries","In law"
"1764","Germany","DEU",2016,57.32635,29.481544,"High-income countries","In law"
"1765","Germany","DEU",2017,54.690746,33.466778,"High-income countries","In law"
"1766","Germany","DEU",2018,52.721893,35.25811,"High-income countries","In law"
"1767","Germany","DEU",2019,47.301235,40.18897,"High-income countries","In law"
"1768","Germany","DEU",2020,44.266434,44.374065,"High-income countries","In law"
"1769","Germany","DEU",2021,47.88971,40.167233,"High-income countries","In law"
"1770","Germany","DEU",2022,49.504303,44.372704,"High-income countries","In law"
"1771","Germany","DEU",2023,45.25669,53.28971,"High-income countries","In law"
"1772","Germany","DEU",2024,42.554573,57.445427,"High-income countries","In law"
"1773","Ghana","GHA",2000,8.6471405,91.35286,"Low-income countries","Declaration / pledge"
"1774","Ghana","GHA",2001,16.133163,83.866844,"Low-income countries","Declaration / pledge"
"1775","Ghana","GHA",2002,31.224209,68.77579,"Low-income countries","Declaration / pledge"
"1776","Ghana","GHA",2003,34.35374,65.646255,"Low-income countries","Declaration / pledge"
"1777","Ghana","GHA",2004,12.666666,87.33333,"Low-income countries","Declaration / pledge"
"1778","Ghana","GHA",2005,17.210682,82.78932,"Low-income countries","Declaration / pledge"
"1779","Ghana","GHA",2006,33.61144,66.38856,"Low-income countries","Declaration / pledge"
"1780","Ghana","GHA",2007,46.83908,53.16092,"Low-income countries","Declaration / pledge"
"1781","Ghana","GHA",2008,26.081732,73.918274,"Low-income countries","Declaration / pledge"
"1782","Ghana","GHA",2009,23.60179,76.39822,"Low-income countries","Declaration / pledge"
"1783","Ghana","GHA",2010,31.324112,68.67589,"Lower-middle-income countries","Declaration / pledge"
"1784","Ghana","GHA",2011,33.598583,66.40141,"Lower-middle-income countries","Declaration / pledge"
"1785","Ghana","GHA",2012,34.074074,65.92593,"Lower-middle-income countries","Declaration / pledge"
"1786","Ghana","GHA",2013,37.10547,62.894535,"Lower-middle-income countries","Declaration / pledge"
"1787","Ghana","GHA",2014,36.391438,63.608562,"Lower-middle-income countries","Declaration / pledge"
"1788","Ghana","GHA",2015,50.085907,49.91409,"Lower-middle-income countries","Declaration / pledge"
"1789","Ghana","GHA",2016,57.78284,42.21716,"Lower-middle-income countries","Declaration / pledge"
"1790","Ghana","GHA",2017,57.36842,42.63158,"Lower-middle-income countries","Declaration / pledge"
"1791","Ghana","GHA",2018,59.28907,40.710934,"Lower-middle-income countries","Declaration / pledge"
"1792","Ghana","GHA",2019,57.687862,42.31214,"Lower-middle-income countries","Declaration / pledge"
"1793","Ghana","GHA",2020,62.645718,37.354282,"Lower-middle-income countries","Declaration / pledge"
"1794","Ghana","GHA",2021,65.21739,34.782608,"Lower-middle-income countries","Declaration / pledge"
"1795","Ghana","GHA",2022,63.95349,36.046513,"Lower-middle-income countries","Declaration / pledge"
"1796","Ghana","GHA",2023,61.465622,38.534374,"Lower-middle-income countries","Declaration / pledge"
"1797","Greece","GRC",1990,94.82456,5.1754384,"Upper-middle-income countries","In law"
"1798","Greece","GRC",1991,91.19068,8.80932,"Upper-middle-income countries","In law"
"1799","Greece","GRC",1992,93.98803,6.01197,"Upper-middle-income countries","In law"
"1800","Greece","GRC",1993,93.82455,6.175457,"Upper-middle-income countries","In law"
"1801","Greece","GRC",1994,93.4033,6.5967016,"Upper-middle-income countries","In law"
"1802","Greece","GRC",1995,91.30435,8.695652,"Upper-middle-income countries","In law"
"1803","Greece","GRC",1996,89.58976,10.410244,"High-income countries","In law"
"1804","Greece","GRC",1997,90.843254,9.156739,"High-income countries","In law"
"1805","Greece","GRC",1998,91.70678,8.293217,"High-income countries","In law"
"1806","Greece","GRC",1999,90.28431,9.715689,"High-income countries","In law"
"1807","Greece","GRC",2000,92.179825,7.8201737,"High-income countries","In law"
"1808","Greece","GRC",2001,94.40426,5.5957365,"High-income countries","In law"
"1809","Greece","GRC",2002,93.29085,6.709145,"High-income countries","In law"
"1810","Greece","GRC",2003,89.71718,10.282822,"High-income countries","In law"
"1811","Greece","GRC",2004,89.84885,10.151151,"High-income countries","In law"
"1812","Greece","GRC",2005,89.08565,10.914353,"High-income countries","In law"
"1813","Greece","GRC",2006,87.08972,12.910285,"High-income countries","In law"
"1814","Greece","GRC",2007,92.64423,7.355769,"High-income countries","In law"
"1815","Greece","GRC",2008,90.752655,9.247346,"High-income countries","In law"
"1816","Greece","GRC",2009,86.47663,13.523367,"High-income countries","In law"
"1817","Greece","GRC",2010,81.39905,18.600954,"High-income countries","In law"
"1818","Greece","GRC",2011,86.05646,13.943541,"High-income countries","In law"
"1819","Greece","GRC",2012,83.0913,16.908697,"High-income countries","In law"
