Entity,Year,Code,Fossil_Fuels,Renewables,Income_Group,Target_Year,HasTarget,YearsToTarget,YearsToTarget_dec,Renewables_lag,YearsToTarget_dec_sq,Pred_Renewables
Croatia,2014,HRV,25.986597,27.249052,High-income countries,2050,TRUE,36,3.6,25.559444,12.96,26.1068669308692
Croatia,2015,HRV,33.096085,21.650604,High-income countries,2050,TRUE,35,3.5,27.249052,12.25,26.676689671037863
Croatia,2016,HRV,33.65079,22.794458,Upper-middle-income countries,2050,TRUE,34,3.4,21.650604,11.559999999999999,22.30840149022424
Croatia,2017,HRV,39.50722,19.345747,High-income countries,2050,TRUE,33,3.3,22.794458,10.889999999999999,22.746524613138536
Croatia,2018,HRV,27.662722,25.935795,High-income countries,2050,TRUE,32,3.2,19.345747,10.240000000000002,21.77042981399417
Croatia,2019,HRV,33.992096,23.269533,High-income countries,2050,TRUE,31,3.1,25.935795,9.610000000000001,25.64027985536093
Croatia,2020,HRV,35.37415,25.033134,High-income countries,2050,TRUE,30,3,23.269533,9,24.92245236768722
Croatia,2021,HRV,30.311052,28.682543,High-income countries,2050,TRUE,29,2.9,25.033134,8.41,25.518544933735974
Croatia,2022,HRV,36.524822,25.052818,High-income countries,2050,TRUE,28,2.8,28.682543,7.839999999999999,27.54558231604262
Croatia,2023,HRV,30.237959,29.586359,High-income countries,2050,TRUE,27,2.7,25.052818,7.290000000000001,26.28780002469732
Croatia,2024,HRV,27.14844,27.778172,High-income countries,2050,TRUE,26,2.6,29.586359,6.760000000000001,29.53887411401149
Cyprus,1991,CYP,100,0,High-income countries,2050,TRUE,59,5.9,0,34.81,-0.34507708957580974
Cyprus,1992,CYP,100,0,High-income countries,2050,TRUE,58,5.8,0,33.64,-0.2683894471100885
Cyprus,1993,CYP,100,0,High-income countries,2050,TRUE,57,5.7,0,32.49,-0.13730510272703889
Cyprus,1994,CYP,100,0,High-income countries,2050,TRUE,56,5.6,0,31.359999999999996,-0.30231175209375216
Cyprus,1995,CYP,100,0,High-income countries,2050,TRUE,55,5.5,0,30.25,-0.27220104063716555
Cyprus,1996,CYP,100,0,High-income countries,2050,TRUE,54,5.4,0,29.160000000000004,-0.5353344319326219
Cyprus,1997,CYP,100,0,High-income countries,2050,TRUE,53,5.3,0,28.09,-0.252292159500092
Cyprus,1998,CYP,100,0,High-income countries,2050,TRUE,52,5.2,0,27.040000000000003,-0.06111672473640617
Cyprus,1999,CYP,100,0,High-income countries,2050,TRUE,51,5.1,0,26.009999999999998,-0.25358654644003664
Cyprus,2000,CYP,100,0,High-income countries,2050,TRUE,50,5,0,25,0.029081556209440862
Cyprus,2001,CYP,100,0,High-income countries,2050,TRUE,49,4.9,0,24.010000000000005,-0.17532714732046983
Cyprus,2002,CYP,100,0,High-income countries,2050,TRUE,48,4.8,0,23.04,-0.15898754811520277
Cyprus,2003,CYP,100,0,High-income countries,2050,TRUE,47,4.7,0,22.090000000000003,-0.050605986326749175
Cyprus,2004,CYP,100,0.006551989,High-income countries,2050,TRUE,46,4.6,0,21.159999999999997,0.18096258221877548
Cyprus,2005,CYP,100,0.0070752236,High-income countries,2050,TRUE,45,4.5,0.006551989,20.25,0.0470065093423333
Cyprus,2006,CYP,100,0.011951511,High-income countries,2050,TRUE,44,4.4,0.0070752236,19.360000000000003,0.2172180588338577
Cyprus,2007,CYP,100,0.05771375,High-income countries,2050,TRUE,43,4.3,0.011951511,18.49,0.12019262178350054
Cyprus,2008,CYP,99.80276,0.58794963,High-income countries,2050,TRUE,42,4.2,0.05771375,17.64,0.550129332483607
Cyprus,2009,CYP,99.42418,0.7729085,High-income countries,2050,TRUE,41,4.1,0.58794963,16.81,1.247588829753406
Cyprus,2010,CYP,98.49906,1.0948863,High-income countries,2050,TRUE,40,4,0.7729085,16,1.4671448951699766
Cyprus,2011,CYP,96.544716,1.9997485,High-income countries,2050,TRUE,39,3.9,1.0948863,15.209999999999999,1.4701951671600924
Cyprus,2012,CYP,94.49153,2.7710598,High-income countries,2050,TRUE,38,3.8,1.9997485,14.44,2.76455249457861
Cyprus,2013,CYP,92.30769,3.680128,High-income countries,2050,TRUE,37,3.7,2.7710598,13.690000000000001,3.850679169577515
Cyprus,2014,CYP,92.85715,3.3686066,High-income countries,2050,TRUE,36,3.6,3.680128,12.96,4.040938418038029
Cyprus,2015,CYP,91.18942,3.9673636,High-income countries,2050,TRUE,35,3.5,3.3686066,12.25,4.034663075150849
Cyprus,2016,CYP,91.20655,3.7939315,High-income countries,2050,TRUE,34,3.4,3.9673636,11.559999999999999,4.328916200420008
Cyprus,2017,CYP,91.4,3.750614,High-income countries,2050,TRUE,33,3.3,3.7939315,10.889999999999999,4.221673906940868
Cyprus,2018,CYP,90.51383,3.9837713,High-income countries,2050,TRUE,32,3.2,3.750614,10.240000000000002,4.6168261283472285
Cyprus,2019,CYP,89.902916,4.4319463,High-income countries,2050,TRUE,31,3.1,3.9837713,9.610000000000001,4.598946123072687
Cyprus,2020,CYP,87.62887,6.387985,High-income countries,2050,TRUE,30,3,4.4319463,9,6.4791682444508645
Cyprus,2021,CYP,84.76563,7.3875527,High-income countries,2050,TRUE,29,2.9,6.387985,8.41,6.9974453024531105
Cyprus,2022,CYP,83.26996,7.765375,High-income countries,2050,TRUE,28,2.8,7.3875527,7.839999999999999,7.877141837244425
Cyprus,2023,CYP,79.849335,9.266293,High-income countries,2050,TRUE,27,2.7,7.765375,7.290000000000001,9.218562600144214
Cyprus,2024,CYP,76.22378,10.795388,High-income countries,2050,TRUE,26,2.6,9.266293,6.760000000000001,10.342302126741801
Czechia,1991,CZE,78.07629,0.608996,,2050,TRUE,59,5.9,0.5908929,34.81,
Czechia,1992,CZE,76.884,0.81210715,Lower-middle-income countries,2050,TRUE,58,5.8,0.608996,33.64,-0.08413046294573512
Czechia,1993,CZE,75.865005,0.9098919,Lower-middle-income countries,2050,TRUE,57,5.7,0.81210715,32.49,0.29308297597497024
Czechia,1994,CZE,74.72602,1.1043082,Upper-middle-income countries,2050,TRUE,56,5.6,0.9098919,31.359999999999996,-0.02065406995926189
Czechia,1995,CZE,75.8336,1.4452564,Upper-middle-income countries,2050,TRUE,55,5.5,1.1043082,30.25,0.04038644243017586
Czechia,1996,CZE,76.32774,1.322692,Upper-middle-income countries,2050,TRUE,54,5.4,1.4452564,29.160000000000004,-0.026208348786400215
Czechia,1997,CZE,77.13752,1.3793235,Upper-middle-income countries,2050,TRUE,53,5.3,1.322692,28.09,0.0891625750422671
Czechia,1998,CZE,76.52429,1.3100818,Upper-middle-income countries,2050,TRUE,52,5.2,1.3793235,27.040000000000003,0.3813012034654175
Czechia,1999,CZE,75.50257,1.628961,Upper-middle-income countries,2050,TRUE,51,5.1,1.3100818,26.009999999999998,0.23944716845714176
Czechia,2000,CZE,78.230446,1.5250733,Upper-middle-income countries,2050,TRUE,50,5,1.628961,25,0.4833113362142125
Czechia,2001,CZE,76.66397,1.6182144,Upper-middle-income countries,2050,TRUE,49,4.9,1.5250733,24.010000000000005,0.3581387228445472
Czechia,2002,CZE,71.4079,1.8836788,Upper-middle-income countries,2050,TRUE,48,4.8,1.6182144,23.04,0.957873882508129
Czechia,2003,CZE,66.49354,1.1732385,Upper-middle-income countries,2050,TRUE,47,4.7,1.8836788,22.090000000000003,1.7399506450808415
Czechia,2004,CZE,65.30612,1.5377343,Upper-middle-income countries,2050,TRUE,46,4.6,1.1732385,21.159999999999997,1.5774899313827353
Czechia,2005,CZE,65.99536,1.6945395,Upper-middle-income countries,2050,TRUE,45,4.5,1.5377343,20.25,1.6331199989364338
Czechia,2006,CZE,64.65455,1.9016553,High-income countries,2050,TRUE,44,4.4,1.6945395,19.360000000000003,2.2022734327551285
Czechia,2007,CZE,66.28689,1.8866404,High-income countries,2050,TRUE,43,4.3,1.9016553,18.49,2.0902406410549075
Czechia,2008,CZE,63.652737,2.3114047,High-income countries,2050,TRUE,42,4.2,1.8866404,17.64,2.7159292582882264
Czechia,2009,CZE,60.962765,3.1409461,High-income countries,2050,TRUE,41,4.1,2.3114047,16.81,3.5646788232049538
Czechia,2010,CZE,60.208874,3.7586548,High-income countries,2050,TRUE,40,4,3.1409461,16,4.230769240194308
Czechia,2011,CZE,59.00277,4.7454557,High-income countries,2050,TRUE,39,3.9,3.7586548,15.209999999999999,4.372886742999555
Czechia,2012,CZE,55.659504,5.199206,High-income countries,2050,TRUE,38,3.8,4.7454557,14.44,5.852904014507098
Czechia,2013,CZE,53.381443,6.0187893,High-income countries,2050,TRUE,37,3.7,5.199206,13.690000000000001,6.720009509592501
Czechia,2014,CZE,53.51847,6.2313395,High-income countries,2050,TRUE,36,3.6,6.0187893,12.96,6.8864665323928715
Czechia,2015,CZE,56.055283,6.439675,High-income countries,2050,TRUE,35,3.5,6.2313395,12.25,6.843798409257575
Czechia,2016,CZE,59.158535,6.5016036,High-income countries,2050,TRUE,34,3.4,6.439675,11.559999999999999,6.554166386214906
Czechia,2017,CZE,55.72528,6.312411,High-income countries,2050,TRUE,33,3.3,6.5016036,10.889999999999999,6.972459250133639
Czechia,2018,CZE,54.686783,6.1787386,High-income countries,2050,TRUE,32,3.2,6.312411,10.240000000000002,7.277716102639434
Czechia,2019,CZE,52.9748,6.7436805,High-income countries,2050,TRUE,31,3.1,6.1787386,9.610000000000001,7.104327045646545
Czechia,2020,CZE,49.588017,7.5385566,High-income countries,2050,TRUE,30,3,6.7436805,9,9.177820355589384
Czechia,2021,CZE,50.549843,7.275117,High-income countries,2050,TRUE,29,2.9,7.5385566,8.41,8.485558667258013
Czechia,2022,CZE,50.08957,7.4957795,High-income countries,2050,TRUE,28,2.8,7.275117,7.839999999999999,8.355607347908434
Czechia,2023,CZE,45.178738,8.385919,High-income countries,2050,TRUE,27,2.7,7.4957795,7.290000000000001,9.73047561539984
Czechia,2024,CZE,42.152836,9.745923,High-income countries,2050,TRUE,26,2.6,8.385919,6.760000000000001,10.356236974317147
Denmark,1991,DNK,97.0919,1.3905741,High-income countries,2050,TRUE,59,5.9,1.2036245,34.81,2.334488141860687
Denmark,1992,DNK,95.55556,1.949155,High-income countries,2050,TRUE,58,5.8,1.3905741,33.64,2.6965194451122745
Denmark,1993,DNK,95.233864,2.2609122,High-income countries,2050,TRUE,57,5.7,1.949155,32.49,3.260748697793387
Denmark,1994,DNK,95.69093,2.0341423,High-income countries,2050,TRUE,56,5.6,2.2609122,31.359999999999996,3.274939422840041
Denmark,1995,DNK,94.91525,2.2090013,High-income countries,2050,TRUE,55,5.5,2.0341423,30.25,3.218251719132086
Denmark,1996,DNK,96.10341,2.0933995,High-income countries,2050,TRUE,54,5.4,2.2090013,29.160000000000004,2.964071871014413
Denmark,1997,DNK,93.36203,3.227925,High-income countries,2050,TRUE,53,5.3,2.0933995,28.09,3.43337104426917
Denmark,1998,DNK,90.395905,4.456286,High-income countries,2050,TRUE,52,5.2,3.227925,27.040000000000003,4.731540921384528
Denmark,1999,DNK,88.68801,5.143456,High-income countries,2050,TRUE,51,5.1,4.456286,26.009999999999998,5.589890474047738
Denmark,2000,DNK,84.46304,6.7593865,High-income countries,2050,TRUE,50,5,5.143456,25,6.781660390570938
Denmark,2001,DNK,84.41662,7.064914,High-income countries,2050,TRUE,49,4.9,6.7593865,24.010000000000005,7.743425618920856
Denmark,2002,DNK,82.63428,8.196981,High-income countries,2050,TRUE,48,4.8,7.064914,23.04,8.15451969740685
Denmark,2003,DNK,82.445076,9.054266,High-income countries,2050,TRUE,47,4.7,8.196981,22.090000000000003,9.095278942722466
Denmark,2004,DNK,76.31709,11.240494,High-income countries,2050,TRUE,46,4.6,9.054266,21.159999999999997,10.545219579341174
Denmark,2005,DNK,72.838135,11.955465,High-income countries,2050,TRUE,45,4.5,11.240494,20.25,12.31995388025906
Denmark,2006,DNK,79.77553,10.242425,High-income countries,2050,TRUE,44,4.4,11.955465,19.360000000000003,12.322105286907583
Denmark,2007,DNK,73.68421,11.953178,High-income countries,2050,TRUE,43,4.3,10.242425,18.49,11.588663832663798
Denmark,2008,DNK,72.3136,12.095338,High-income countries,2050,TRUE,42,4.2,11.953178,17.64,13.330771208412054
Denmark,2009,DNK,72.22069,12.843573,High-income countries,2050,TRUE,41,4.1,12.095338,16.81,13.721193236920119
Denmark,2010,DNK,67.92258,14.972631,High-income countries,2050,TRUE,40,4,12.843573,16,14.67707766909592
Denmark,2011,DNK,59.64113,18.524874,High-income countries,2050,TRUE,39,3.9,14.972631,15.209999999999999,16.60082577664859
Denmark,2012,DNK,51.455673,21.23196,High-income countries,2050,TRUE,38,3.8,18.524874,14.44,20.400787942584188
Denmark,2013,DNK,53.886158,21.8564,High-income countries,2050,TRUE,37,3.7,21.23196,13.690000000000001,22.425062110239217
Denmark,2014,DNK,43.851437,25.305271,High-income countries,2050,TRUE,36,3.6,21.8564,12.96,23.450676644945595
Denmark,2015,DNK,34.22516,27.024797,High-income countries,2050,TRUE,35,3.5,25.305271,12.25,26.92953816695129
Denmark,2016,DNK,39.50658,26.005054,High-income countries,2050,TRUE,34,3.4,27.024797,11.559999999999999,27.512208275789973
Denmark,2017,DNK,29.44984,30.501415,High-income countries,2050,TRUE,33,3.3,26.005054,10.889999999999999,27.803738570030173
Denmark,2018,DNK,31.314135,29.379833,High-income countries,2050,TRUE,32,3.2,30.501415,10.240000000000002,31.191992173181454
Denmark,2019,DNK,21.45046,30.183018,High-income countries,2050,TRUE,31,3.1,29.379833,9.610000000000001,31.109397112375273
Denmark,2020,DNK,17.949615,34.67249,High-income countries,2050,TRUE,30,3,30.183018,9,33.365358946827214
Denmark,2021,DNK,20.71689,38.80951,High-income countries,2050,TRUE,29,2.9,34.67249,8.41,35.15156396218668
Denmark,2022,DNK,18.519577,40.791603,High-income countries,2050,TRUE,28,2.8,38.80951,7.839999999999999,38.35556121061457
Denmark,2023,DNK,12.993177,40.938076,High-income countries,2050,TRUE,27,2.7,40.791603,7.290000000000001,41.05711846725576
Denmark,2024,DNK,11.960506,41.722164,High-income countries,2050,TRUE,26,2.6,40.938076,6.760000000000001,40.952447459694966
Ecuador,2001,ECU,36.247726,18.73716,Lower-middle-income countries,2050,TRUE,49,4.9,20.573494,24.010000000000005,20.633748936689962
Ecuador,2002,ECU,36.917866,20.06039,Lower-middle-income countries,2050,TRUE,48,4.8,18.73716,23.04,19.264193075533953
Ecuador,2003,ECU,38.066204,18.571856,Lower-middle-income countries,2050,TRUE,47,4.7,20.06039,22.090000000000003,20.210948312263863
Ecuador,2004,ECU,42.65625,17.818209,Lower-middle-income countries,2050,TRUE,46,4.6,18.571856,21.159999999999997,18.92148299023112
Ecuador,2005,ECU,45.965187,15.750063,Lower-middle-income countries,2050,TRUE,45,4.5,17.818209,20.25,17.915934000726004
Ecuador,2006,ECU,49.715908,15.434831,Lower-middle-income countries,2050,TRUE,44,4.4,15.750063,19.360000000000003,16.23054981217064
Ecuador,2007,ECU,48,18.627731,Lower-middle-income countries,2050,TRUE,43,4.3,15.434831,18.49,16.072012737195998
Ecuador,2008,ECU,39.426716,21.548954,Lower-middle-income countries,2050,TRUE,42,4.2,18.627731,17.64,19.587269376255975
Ecuador,2009,ECU,49.61454,18.011255,Lower-middle-income countries,2050,TRUE,41,4.1,21.548954,16.81,20.965278016325215
Ecuador,2010,ECU,55.87024,15.137318,Upper-middle-income countries,2050,TRUE,40,4,18.011255,16,17.47230386648273
Ecuador,2011,ECU,46.010765,18.274744,Upper-middle-income countries,2050,TRUE,39,3.9,15.137318,15.209999999999999,15.954695772427717
Ecuador,2012,ECU,46.590412,18.909204,Upper-middle-income countries,2050,TRUE,38,3.8,18.274744,14.44,18.595241367682473
Ecuador,2013,ECU,52.374786,16.518951,Upper-middle-income countries,2050,TRUE,37,3.7,18.909204,13.690000000000001,18.800066643364254
Ecuador,2014,ECU,52.45969,16.450544,Upper-middle-income countries,2050,TRUE,36,3.6,16.518951,12.96,16.66425177588639
Ecuador,2015,ECU,48.896633,18.755653,Upper-middle-income countries,2050,TRUE,35,3.5,16.450544,12.25,17.01896687079444
Ecuador,2016,ECU,40.02209,22.60093,Upper-middle-income countries,2050,TRUE,34,3.4,18.755653,11.559999999999999,19.413493673102415
Ecuador,2017,ECU,26.482214,27.195576,Upper-middle-income countries,2050,TRUE,33,3.3,22.60093,10.889999999999999,23.544486742346155
Ecuador,2018,ECU,28.087582,26.235897,Upper-middle-income countries,2050,TRUE,32,3.2,27.195576,10.240000000000002,27.02883375399115
Ecuador,2019,ECU,22.218798,30.381714,Upper-middle-income countries,2050,TRUE,31,3.1,26.235897,9.610000000000001,26.670100326851838
Ecuador,2020,ECU,20.35794,34.623642,Upper-middle-income countries,2050,TRUE,30,3,30.381714,9,31.16777699771169
Ecuador,2021,ECU,18.804483,31.037851,Upper-middle-income countries,2050,TRUE,29,2.9,34.623642,8.41,33.200573150859505
Ecuador,2022,ECU,23.986689,28.426424,Upper-middle-income countries,2050,TRUE,28,2.8,31.037851,7.839999999999999,30.127938916121256
Ecuador,2023,ECU,23.221083,27.974184,Upper-middle-income countries,2050,TRUE,27,2.7,28.426424,7.290000000000001,29.0596636725133
Ecuador,2024,ECU,28.333334,25.357561,Upper-middle-income countries,2050,TRUE,26,2.6,27.974184,6.760000000000001,27.920831212472024
Egypt,1986,EGY,72.36068,7.445945,,2030,TRUE,44,4.4,7.765994,19.360000000000003,
Egypt,1987,EGY,74.843285,7.0179377,Lower-middle-income countries,2030,TRUE,43,4.3,7.445945,18.49,7.005273891380248
Egypt,1988,EGY,77.19341,6.80693,Lower-middle-income countries,2030,TRUE,42,4.2,7.0179377,17.64,6.666670272665146
Egypt,1989,EGY,76.64135,6.9391856,Lower-middle-income countries,2030,TRUE,41,4.1,6.80693,16.81,6.251124869840524
Egypt,1990,EGY,76.27555,7.097406,Low-income countries,2030,TRUE,40,4,6.9391856,16,7.19744441828537
Egypt,1991,EGY,77.0866,6.9793625,Low-income countries,2030,TRUE,39,3.9,7.097406,15.209999999999999,7.096310493981637
Egypt,1992,EGY,78.21593,6.9645247,Low-income countries,2030,TRUE,38,3.8,6.9793625,14.44,6.9744470930355575
Egypt,1993,EGY,78.40576,7.168096,Low-income countries,2030,TRUE,37,3.7,6.9645247,13.690000000000001,7.0734815092307635
Egypt,1994,EGY,77.9032,7.245232,Low-income countries,2030,TRUE,36,3.6,7.168096,12.96,7.101460031478841
Egypt,1995,EGY,77.90413,7.133508,Lower-middle-income countries,2030,TRUE,35,3.5,7.245232,12.25,6.861235884735252
Egypt,1996,EGY,78.56263,6.9465804,Lower-middle-income countries,2030,TRUE,34,3.4,7.133508,11.559999999999999,6.450356153257065
Egypt,1997,EGY,79.27057,6.8348336,Lower-middle-income countries,2030,TRUE,33,3.3,6.9465804,10.889999999999999,6.526734137552605
Egypt,1998,EGY,80.057495,6.7498574,Lower-middle-income countries,2030,TRUE,32,3.2,6.8348336,10.240000000000002,6.557528300994397
Egypt,1999,EGY,79.53386,6.991505,Lower-middle-income countries,2030,TRUE,31,3.1,6.7498574,9.610000000000001,6.35269180612956
Egypt,2000,EGY,80.55101,6.9980617,Lower-middle-income countries,2030,TRUE,30,3,6.991505,9,6.706395460104442
Egypt,2001,EGY,81.922935,6.824026,Lower-middle-income countries,2030,TRUE,29,2.9,6.9980617,8.41,6.369168221001857
Egypt,2002,EGY,83.53241,6.4054775,Lower-middle-income countries,2030,TRUE,28,2.8,6.824026,7.839999999999999,6.099529559261972
Egypt,2003,EGY,85.6492,5.5988307,Lower-middle-income countries,2030,TRUE,27,2.7,6.4054775,7.290000000000001,5.696317845631494
Egypt,2004,EGY,86.43257,5.316899,Lower-middle-income countries,2030,TRUE,26,2.6,5.5988307,6.760000000000001,5.268325043732452
Egypt,2005,EGY,87.46903,5.0728197,Lower-middle-income countries,2030,TRUE,25,2.5,5.316899,6.25,4.822421911693066
Egypt,2006,EGY,88.00823,4.875579,Lower-middle-income countries,2030,TRUE,24,2.4,5.0728197,5.76,4.761089238486031
Egypt,2007,EGY,87.58552,5.0605507,Lower-middle-income countries,2030,TRUE,23,2.3,4.875579,5.289999999999999,4.557573884904639
Egypt,2008,EGY,87.554344,5.1005898,Lower-middle-income countries,2030,TRUE,22,2.2,5.0605507,4.840000000000001,5.068532814286476
Egypt,2009,EGY,88.969986,4.5248094,Lower-middle-income countries,2030,TRUE,21,2.1,5.1005898,4.41,5.234588892870932
Egypt,2010,EGY,90.0367,4.1977415,Lower-middle-income countries,2030,TRUE,20,2,4.5248094,4,4.708845275482363
Egypt,2011,EGY,90.1578,4.063366,Lower-middle-income countries,2030,TRUE,19,1.9,4.1977415,3.61,4.038671679763497
Egypt,2012,EGY,90.86834,3.9203088,Lower-middle-income countries,2030,TRUE,18,1.8,4.063366,3.24,4.311687405961356
Egypt,2013,EGY,91.00436,3.909255,Lower-middle-income countries,2030,TRUE,17,1.7,3.9203088,2.8899999999999997,4.509847348179991
Egypt,2014,EGY,91.380516,3.9126637,Lower-middle-income countries,2030,TRUE,16,1.6,3.909255,2.5600000000000005,4.052972560245091
Egypt,2015,EGY,91.415054,4.0617194,Lower-middle-income countries,2030,TRUE,15,1.5,3.9126637,2.25,4.103094918402264
Egypt,2016,EGY,91.58829,3.869806,Lower-middle-income countries,2030,TRUE,14,1.4,4.0617194,1.9599999999999997,4.056009743119009
Egypt,2017,EGY,91.97764,3.6274722,Lower-middle-income countries,2030,TRUE,13,1.3,3.869806,1.6900000000000002,3.9135019740666754
Egypt,2018,EGY,91.74482,3.8320756,Lower-middle-income countries,2030,TRUE,12,1.2,3.6274722,1.44,4.098663737262136
Egypt,2019,EGY,89.754196,4.638214,Lower-middle-income countries,2030,TRUE,11,1.1,3.8320756,1.2100000000000002,4.193090874722367
Egypt,2020,EGY,87.623985,5.968184,Lower-middle-income countries,2030,TRUE,10,1,4.638214,1,6.313770787266695
Egypt,2021,EGY,88.36688,5.9075103,Lower-middle-income countries,2030,TRUE,9,0.9,5.968184,0.81,6.024941263469896
Egypt,2022,EGY,88.837616,5.687224,Lower-middle-income countries,2030,TRUE,8,0.8,5.9075103,0.6400000000000001,5.946539235337774
Egypt,2023,EGY,88.73444,5.803628,Lower-middle-income countries,2030,TRUE,7,0.7,5.687224,0.48999999999999994,6.529317720138027
Egypt,2024,EGY,88.415955,5.778012,Lower-middle-income countries,2030,TRUE,6,0.6,5.803628,0.36,6.3301266420425355
Estonia,1991,EST,100,0,Upper-middle-income countries,2050,TRUE,59,5.9,0,34.81,-0.36239695927143956
Estonia,1992,EST,100,0,Upper-middle-income countries,2050,TRUE,58,5.8,0,33.64,-0.2857093168057183
Estonia,1993,EST,100,0,Upper-middle-income countries,2050,TRUE,57,5.7,0,32.49,-0.1546249724226687
Estonia,1994,EST,100,0,Lower-middle-income countries,2050,TRUE,56,5.6,0,31.359999999999996,0.011303656671891815
Estonia,1995,EST,99.88493,0.03016169,Lower-middle-income countries,2050,TRUE,55,5.5,0,30.25,0.05272069907791099
Estonia,1996,EST,100,0.023669971,Lower-middle-income countries,2050,TRUE,54,5.4,0.03016169,29.160000000000004,-0.2000372691062804
Estonia,1997,EST,99.89154,0.03844557,Upper-middle-income countries,2050,TRUE,53,5.3,0.023669971,28.09,-0.2419399942914513
Estonia,1998,EST,99.88304,0.064285405,Upper-middle-income countries,2050,TRUE,52,5.2,0.03844557,27.040000000000003,-0.03930793185688941
Estonia,1999,EST,99.87908,0.09627783,Upper-middle-income countries,2050,TRUE,51,5.1,0.064285405,26.009999999999998,-0.21281367408309926
Estonia,2000,EST,99.88249,0.33475995,Upper-middle-income countries,2050,TRUE,50,5,0.09627783,25,0.09251715454414189
Estonia,2001,EST,99.764435,0.15419663,Upper-middle-income countries,2050,TRUE,49,4.9,0.33475995,24.010000000000005,0.0711411318943469
Estonia,2002,EST,99.6483,0.17976718,Upper-middle-income countries,2050,TRUE,48,4.8,0.15419663,23.04,-0.03090637668456786
Estonia,2003,EST,99.50787,0.21134767,Upper-middle-income countries,2050,TRUE,47,4.7,0.17976718,22.090000000000003,0.10965470062445348
Estonia,2004,EST,99.41804,0.27796856,Upper-middle-income countries,2050,TRUE,46,4.6,0.21134767,21.159999999999997,0.37275127535368924
Estonia,2005,EST,98.92157,0.47721928,Upper-middle-income countries,2050,TRUE,45,4.5,0.27796856,20.25,0.33075699070925246
Estonia,2006,EST,98.66393,0.58349687,High-income countries,2050,TRUE,44,4.4,0.47721928,19.360000000000003,0.8239943450665574
Estonia,2007,EST,98.85057,0.5681164,High-income countries,2050,TRUE,43,4.3,0.58349687,18.49,0.7815227914276122
Estonia,2008,EST,98.10964,0.87104774,High-income countries,2050,TRUE,42,4.2,0.5681164,17.64,1.2209278849266259
Estonia,2009,EST,93.849655,2.7223704,High-income countries,2050,TRUE,41,4.1,0.87104774,16.81,2.136361107919326
Estonia,2010,EST,91.904396,4.3801155,High-income countries,2050,TRUE,40,4,2.7223704,16,3.6540189588505836
Estonia,2011,EST,90.84561,4.846749,High-income countries,2050,TRUE,39,3.9,4.3801155,15.209999999999999,4.529292533834839
Estonia,2012,EST,87.70903,5.9997787,High-income countries,2050,TRUE,38,3.8,4.846749,14.44,5.615078906654495
Estonia,2013,EST,90.73795,4.70338,High-income countries,2050,TRUE,37,3.7,5.9997787,13.690000000000001,6.463418610356249
Estonia,2014,EST,88.83534,5.622078,High-income countries,2050,TRUE,36,3.6,4.70338,12.96,5.309207148596013
Estonia,2015,EST,84.63055,6.6583357,High-income countries,2050,TRUE,35,3.5,5.622078,12.25,6.436557622472147
Estonia,2016,EST,86.93508,6.5080376,High-income countries,2050,TRUE,34,3.4,6.6583357,11.559999999999999,6.8205574291139115
Estonia,2017,EST,85.866264,6.8996964,High-income countries,2050,TRUE,33,3.3,6.5080376,10.889999999999999,6.853970380355372
Estonia,2018,EST,83.9127,7.798443,High-income countries,2050,TRUE,32,3.2,6.8996964,10.240000000000002,7.666683635381208
Estonia,2019,EST,71.879105,10.376287,High-income countries,2050,TRUE,31,3.1,7.798443,9.610000000000001,9.249611248199098
Estonia,2020,EST,51.151314,15.351766,High-income countries,2050,TRUE,30,3,10.376287,9,14.47394082688529
Estonia,2021,EST,60.08345,14.29714,High-income countries,2050,TRUE,29,2.9,15.351766,8.41,16.00377706762676
Estonia,2022,EST,68.00895,13.240793,High-income countries,2050,TRUE,28,2.8,14.29714,7.839999999999999,14.481127334543105
Estonia,2023,EST,50.256413,14.305354,High-income countries,2050,TRUE,27,2.7,13.240793,7.290000000000001,16.199792361074365
Estonia,2024,EST,43.327843,17.946262,High-income countries,2050,TRUE,26,2.6,14.305354,6.760000000000001,17.33439773836281
Finland,1991,FIN,34.93789,15.99359,High-income countries,2035,TRUE,44,4.4,14.470432,19.360000000000003,16.125934385276103
Finland,1992,FIN,31.854418,17.64751,High-income countries,2035,TRUE,43,4.3,15.99359,18.49,17.598466447122018
Finland,1993,FIN,35.522438,17.066778,High-income countries,2035,TRUE,42,4.2,17.64751,17.64,18.55601821275725
Finland,1994,FIN,42.548,15.338213,High-income countries,2035,TRUE,41,4.1,17.066778,16.81,17.28119864833689
Finland,1995,FIN,39.421875,17.208223,High-income countries,2035,TRUE,40,4,15.338213,16,16.373841116983584
Finland,1996,FIN,46.270382,14.945333,High-income countries,2035,TRUE,39,3.9,17.208223,15.209999999999999,16.780009318884048
Finland,1997,FIN,40.61641,16.852652,High-income countries,2035,TRUE,38,3.8,14.945333,14.44,15.989859832247483
Finland,1998,FIN,34.032234,19.755129,High-income countries,2035,TRUE,37,3.7,16.852652,13.690000000000001,18.196999685397145
Finland,1999,FIN,36.38721,17.504028,High-income countries,2035,TRUE,36,3.6,19.755129,12.96,19.85753804488469
Finland,2000,FIN,34.457626,19.162657,High-income countries,2035,TRUE,35,3.5,17.504028,12.25,18.709545031142397
